Churn;Gender;SeniorCitizen;Partner;Dependents;Tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;DailyCharges;MonthlyCharges;AvgServiceCost;TotalCharges;ServiceCount;TenureGroup;Churn_binary
No;Female;No;Yes;Yes;50;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;103,07;103,05;20,61;5153,5;5;49–60;0
Yes;Female;No;Yes;Yes;2;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;18,27;24,4;;36,55;0;0–12;1
No;Female;No;No;No;46;Yes;Yes;Dsl;Yes;No;Yes;No;Yes;Yes;Two year;No;Mailed check;78,13;79,2;15,84;3593,8;5;37–48;0
No;Female;No;No;Yes;18;Yes;Yes;Dsl;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;64,82;64,8;21,599999999999998;1166,7;3;13–24;0
No;Female;No;No;No;35;No;No;Dsl;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;33,6;33,45;16,725;1175,85;2;25–36;0
Yes;Male;No;No;Yes;1;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;50,6;50,6;25,3;50,6;2;0–12;1
Yes;Male;No;No;Yes;4;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);83,11;80,8;40,4;332,45;2;0–12;1
Yes;Male;No;No;No;5;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;84,83;85,3;28,433333333333334;424,15;3;0–12;1
No;Female;No;Yes;Yes;69;Yes;Yes;Dsl;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);61,65;64,15;16,0375;4254,1;4;61–72;0
Yes;Male;No;Yes;Yes;17;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;82,4;80,85;40,425;1400,85;2;13–24;1
Yes;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);20,2;20,2;20,2;20,2;1;0–12;1
Yes;Male;Yes;Yes;No;24;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,84;78,85;39,425;1772,25;2;13–24;1
No;Female;Yes;No;No;62;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;No;Electronic check;79,99;84,45;42,225;4959,15;2;61–72;0
Yes;Male;No;No;No;12;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);43,24;45,4;45,4;518,9;1;0–12;1
No;Male;No;No;No;23;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;20,6;20,85;20,85;473,9;1;13–24;0
No;Female;No;Yes;Yes;45;No;No;Dsl;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);51,86;50,9;16,966666666666665;2333,85;3;37–48;0
No;Female;No;No;No;9;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);86,82;85,3;28,433333333333334;781,4;3;0–12;0
Yes;Male;No;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;76,85;80,35;40,175;307,4;2;0–12;1
No;Male;No;No;No;24;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;87,8;85,95;21,4875;2107,15;4;13–24;0
No;Female;No;Yes;No;71;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);25,38;25,95;25,95;1801,9;1;61–72;0
Yes;Male;No;No;No;2;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,25;45,15;45,15;98,5;1;0–12;1
No;Male;No;Yes;Yes;1;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;18,8;18,8;18,8;18,8;1;0–12;0
Yes;Female;No;No;No;10;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,02;100,6;25,15;1060,2;4;0–12;1
No;Female;No;No;No;2;No;No;Dsl;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;48,4;51,4;17,133333333333333;96,8;3;0–12;0
No;Female;No;No;No;67;Yes;No;Dsl;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);57,76;60,5;15,125;3870,0;4;61–72;0
No;Female;No;Yes;Yes;7;Yes;No;Dsl;Yes;Yes;Yes;No;Yes;No;One year;No;Electronic check;68,15;69,45;13,89;477,05;5;0–12;0
No;Female;No;No;No;13;Yes;Yes;Dsl;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;76,57;78,75;15,75;995,35;5;13–24;0
No;Female;No;No;No;57;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Electronic check;95,95;94,7;23,675;5468,95;4;49–60;0
No;Female;Yes;Yes;No;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);91,7;91,95;30,650000000000002;3301,05;3;25–36;0
No;Female;No;No;No;66;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90,39;90,05;12,864285714285714;5965,95;7;61–72;0
No;Female;No;No;No;22;Yes;Yes;Dsl;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;56,98;59,05;19,683333333333334;1253,5;3;13–24;0
Yes;Female;No;Yes;Yes;17;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;94,54;94,4;23,6;1607,2;4;13–24;1
Yes;Female;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,45;74,45;74,45;74,45;1;0–12;1
Yes;Female;No;Yes;No;11;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,08;94,0;31,333333333333332;1078,9;3;0–12;1
Yes;Female;No;Yes;Yes;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);72,7;73,55;36,775;145,4;2;0–12;1
No;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;97,72;95,4;23,85;293,15;4;0–12;0
Yes;Male;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80,47;74,8;37,4;321,9;2;0–12;1
No;Female;No;Yes;Yes;69;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);19,93;19,75;19,75;1375,4;1;61–72;0
No;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);107,4;104,9;17,483333333333334;7732,65;6;61–72;0
No;Female;No;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,81;93,5;31,166666666666668;2341,55;3;13–24;0
No;Male;No;Yes;Yes;40;Yes;Yes;Dsl;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;75,39;74,55;18,6375;3015,75;4;37–48;0
No;Female;No;No;No;70;Yes;Yes;Dsl;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;85,59;84,7;14,116666666666667;5991,05;6;61–72;0
No;Female;Yes;Yes;No;70;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;92,43;90,85;30,28333333333333;6470,1;3;61–72;0
No;Female;No;No;No;3;Yes;No;Dsl;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;73,48;69,95;17,4875;220,45;4;0–12;0
No;Male;No;No;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);107,69;110,05;18,341666666666665;7430,75;6;61–72;0
Yes;Female;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,55;89,5;29,833333333333332;573,3;3;0–12;1
No;Male;No;No;No;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92,12;92,0;13,142857142857142;6632,75;7;61–72;0
No;Female;No;Yes;No;67;Yes;Yes;Dsl;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);87,82;86,15;14,358333333333334;5883,85;6;61–72;0
Yes;Female;Yes;Yes;No;40;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);101,56;99,2;19,84;4062,2;5;37–48;1
No;Female;No;Yes;Yes;19;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);24,62;24,9;24,9;467,7;1;13–24;0
No;Male;No;No;No;70;No;No;Dsl;No;No;No;Yes;No;Yes;Two year;Yes;Mailed check;40,0;40,05;20,025;2799,75;2;61–72;0
No;Female;No;No;No;21;Yes;No;Dsl;Yes;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);72,61;71,05;14,209999999999999;1524,85;5;13–24;0
Yes;Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,74;104,9;20,98;3351,55;5;25–36;1
No;Male;Yes;Yes;Yes;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,23;103,95;25,9875;2964,8;4;25–36;0
No;Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;68,73;74,2;74,2;1993,25;1;25–36;0
No;Female;No;Yes;No;25;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;95,83;95,15;23,7875;2395,7;4;25–36;0
Yes;Male;Yes;No;No;55;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,14;98,8;24,7;5617,75;4;49–60;1
No;Female;No;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);103,21;103,65;20,73;5676,65;5;49–60;0
Yes;Female;No;No;Yes;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);96,9;94,2;31,400000000000002;193,8;3;0–12;1
No;Female;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);19,92;20,7;20,7;39,85;1;0–12;0
Yes;Male;No;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;98,8;96,75;24,1875;6125,4;4;61–72;1
No;Male;No;No;Yes;19;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;19,87;20,0;20,0;377,55;1;13–24;0
No;Female;No;Yes;Yes;7;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;22,71;20,65;20,65;158,95;1;0–12;0
No;Male;No;Yes;No;29;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);78,05;75,3;37,65;2263,4;2;25–36;0
No;Male;No;Yes;No;29;No;No;Dsl;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;34,8;33,75;33,75;1009,25;1;25–36;0
Yes;Male;No;No;No;12;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);71,55;81,7;27,233333333333334;858,6;3;0–12;1
No;Female;No;No;Yes;50;Yes;No;Dsl;Yes;No;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);69,56;70,8;14,16;3478,15;5;49–60;0
No;Male;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);112,4;111,2;18,533333333333335;7530,8;6;61–72;0
Yes;Female;No;Yes;Yes;33;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);83,2;86,15;43,075;2745,7;2;25–36;1
No;Female;No;Yes;Yes;37;Yes;No;Dsl;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);71,86;75,1;15,02;2658,8;5;37–48;0
No;Female;No;Yes;No;64;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);24,76;25,0;25,0;1584,8;1;61–72;0
Yes;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,9;89,9;29,96666666666667;89,9;3;0–12;1
No;Male;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,56;74,85;74,85;572,45;1;0–12;0
Yes;Male;No;No;No;9;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;47,89;44,95;44,95;431,0;1;0–12;1
No;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,05;20,05;20,05;20,05;1;0–12;0
Yes;Female;No;Yes;No;48;No;No;Dsl;No;Yes;Yes;No;No;No;One year;No;Mailed check;33,43;34,7;17,35;1604,5;2;37–48;1
No;Female;No;No;No;38;Yes;Yes;Dsl;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);66,38;66,15;16,5375;2522,4;4;37–48;0
No;Male;No;No;Yes;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);16,87;20,2;20,2;50,6;1;0–12;0
No;Female;No;No;No;32;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);18,8;19,9;19,9;601,55;1;25–36;0
No;Male;No;No;No;3;Yes;No;Dsl;No;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;65,63;60,65;20,216666666666665;196,9;3;0–12;0
Yes;Female;No;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95,34;94,85;23,7125;953,45;4;0–12;1
Yes;Female;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;85,8;85,8;42,9;85,8;2;0–12;1
Yes;Female;No;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;97,62;95,2;31,733333333333334;292,85;3;0–12;1
No;Female;No;No;No;3;No;No;Dsl;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);37,98;34,8;34,8;113,95;1;0–12;0
No;Female;No;Yes;Yes;56;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);82,51;81,25;13,541666666666666;4620,4;6;49–60;0
No;Male;No;No;No;9;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;21,12;24,6;;190,1;0;0–12;0
No;Female;Yes;No;No;53;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75,54;73,8;36,9;4003,85;2;49–60;0
No;Female;No;No;No;63;Yes;No;Dsl;No;No;Yes;No;No;Yes;One year;No;Credit card (automatic);55,61;58,55;19,516666666666666;3503,5;3;61–72;0
No;Male;No;No;No;35;Yes;Yes;Dsl;Yes;No;No;No;No;No;Two year;No;Mailed check;54,97;55,25;27,625;1924,1;2;25–36;0
Yes;Male;No;Yes;Yes;41;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;102,76;102,6;20,52;4213,35;5;37–48;1
No;Male;No;No;No;13;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,53;25,15;;331,85;0;13–24;0
No;Male;No;Yes;Yes;14;Yes;Yes;Dsl;Yes;Yes;No;No;No;Yes;Month-to-month;No;Mailed check;67,47;69,2;17,3;944,65;4;13–24;0
No;Male;No;No;No;14;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,27;19,9;19,9;283,75;1;13–24;0
No;Female;No;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,01;93,8;23,45;4539,35;4;49–60;0
Yes;Female;No;No;No;1;Yes;No;Dsl;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,4;55,4;27,7;55,4;2;0–12;1
Yes;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,95;69,95;69,95;69,95;1;0–12;1
No;Female;No;Yes;No;68;Yes;No;Dsl;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);56,6;55,9;18,633333333333333;3848,8;3;61–72;0
Yes;Male;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;88,8;88,8;29,599999999999998;88,8;3;0–12;1
No;Female;No;No;No;1;No;No;Dsl;No;No;No;No;No;No;One year;No;Mailed check;25,85;25,85;;25,85;0;0–12;0
No;Female;No;No;No;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;99,02;99,65;19,93;5941,05;5;49–60;0
Yes;Male;Yes;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;77,88;73,75;73,75;545,15;1;0–12;1
No;Female;No;Yes;Yes;23;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);20,82;20,4;20,4;478,75;1;13–24;0
No;Male;No;Yes;Yes;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);80,77;82,3;13,716666666666667;5815,15;6;61–72;0
No;Male;No;Yes;Yes;3;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;82,8;89,85;22,4625;248,4;4;0–12;0
Yes;Male;No;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);71,55;75,9;75,9;357,75;1;0–12;1
No;Female;No;Yes;Yes;6;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;18,92;19,7;19,7;113,5;1;0–12;0
No;Female;No;Yes;Yes;13;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);18,98;19,75;19,75;246,7;1;13–24;0
No;Male;No;Yes;No;47;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);20,06;19,9;19,9;942,95;1;37–48;0
No;Male;No;Yes;No;3;No;No;Dsl;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);31,47;29,8;29,8;94,4;1;0–12;0
No;Male;Yes;Yes;No;14;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;16,33;19,65;19,65;228,65;1;13–24;0
No;Female;No;Yes;Yes;23;Yes;Yes;Dsl;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);76,5;77,15;15,430000000000001;1759,4;5;13–24;0
No;Female;No;Yes;No;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);89,92;92,0;13,142857142857142;6474,4;7;61–72;0
Yes;Female;No;No;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,95;43,95;43,95;43,95;1;0–12;1
No;Female;No;No;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);99,92;103,1;17,183333333333334;6595,0;6;61–72;0
No;Male;No;Yes;Yes;53;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);25,21;25,55;25,55;1336,1;1;49–60;0
No;Female;No;No;No;11;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);84,48;79,0;39,5;929,3;2;0–12;0
Yes;Male;No;No;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);112,72;111,6;18,599999999999998;6876,05;6;61–72;1
No;Male;No;No;Yes;2;Yes;Yes;Dsl;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);67,3;60,95;20,316666666666666;134,6;3;0–12;0
No;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);20,3;20,3;20,3;20,3;1;0–12;0
Yes;Male;No;No;No;1;No;No;Dsl;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35,45;35,45;35,45;35,45;1;0–12;1
Yes;Male;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;88,34;87,4;29,133333333333336;5918,8;3;61–72;1
No;Male;No;No;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;77,06;74,15;74,15;1387,0;1;13–24;0
No;Male;No;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,99;94,75;31,583333333333332;1691,9;3;13–24;0
Yes;Female;No;No;No;12;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);78,94;78,1;39,05;947,3;2;0–12;1
Yes;Female;Yes;Yes;No;27;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);106,21;104,3;20,86;2867,75;5;25–36;1
No;Female;No;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);98,67;100,7;20,14;6018,65;5;61–72;0
No;Female;No;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);108,97;107,65;17,941666666666666;7082,85;6;61–72;0
No;Female;No;No;No;41;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;19,76;20,0;20,0;810,3;1;37–48;0
No;Male;No;Yes;Yes;19;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);47,92;50,1;50,1;910,45;1;13–24;0
Yes;Female;No;No;No;2;Yes;No;Dsl;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);45,55;49,05;24,525;91,1;2;0–12;1
Yes;Male;Yes;Yes;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;78,18;86,85;43,425;156,35;2;0–12;1
No;Female;No;Yes;Yes;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;20,72;19,95;19,95;82,9;1;0–12;0
No;Male;No;Yes;Yes;25;Yes;No;Dsl;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;51,87;54,3;18,099999999999998;1296,8;3;25–36;0
Yes;Male;No;Yes;Yes;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Electronic check;90,89;90,95;22,7375;5453,4;4;49–60;1
Yes;Female;No;Yes;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);78,42;85,2;42,6;627,4;2;0–12;1
No;Male;Yes;Yes;No;72;Yes;Yes;Dsl;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);81,94;84,45;14,075000000000001;5899,85;6;61–72;0
No;Male;No;No;No;5;Yes;No;Dsl;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;54,87;55,8;18,599999999999998;274,35;3;0–12;0
No;Female;No;Yes;No;59;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);78,63;81,25;27,083333333333332;4639,45;3;49–60;0
No;Female;No;Yes;No;68;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);28,11;25,8;25,8;1911,5;1;61–72;0
No;Male;No;Yes;Yes;54;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);22,79;24,05;24,05;1230,9;1;49–60;0
No;Male;No;No;No;22;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);21,23;20,3;20,3;467,15;1;13–24;0
No;Female;No;Yes;No;49;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);52,73;52,15;52,15;2583,75;1;49–60;0
No;Female;No;Yes;Yes;51;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);78,8;79,15;26,383333333333336;4018,55;3;49–60;0
No;Female;No;Yes;Yes;19;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;25,57;25,6;25,6;485,9;1;13–24;0
No;Female;No;No;Yes;2;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);94,05;80,55;40,275;188,1;2;0–12;0
No;Female;No;Yes;Yes;14;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;21,04;19,55;19,55;294,5;1;13–24;0
Yes;Male;Yes;Yes;No;57;No;No;Dsl;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;45,14;44,85;22,425;2572,95;2;49–60;1
No;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);97,11;97,75;19,55;6991,6;5;61–72;0
No;Female;No;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;No;Credit card (automatic);98,71;98,0;19,6;6218,45;5;61–72;0
No;Female;No;No;No;4;Yes;Yes;Dsl;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;63,25;64,4;21,46666666666667;253,0;3;0–12;0
No;Male;No;Yes;No;17;Yes;No;Dsl;Yes;Yes;No;No;No;Yes;One year;No;Mailed check;69,15;64,8;16,2;1175,6;4;13–24;0
Yes;Male;No;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;81,58;85,35;28,45;489,45;3;0–12;1
Yes;Male;No;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;91,51;94,45;23,6125;5124,6;4;49–60;1
Yes;Female;No;Yes;Yes;13;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;94,06;88,35;29,45;1222,8;3;13–24;1
Yes;Female;No;Yes;No;6;Yes;No;Dsl;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;45,13;49,15;24,575;270,8;2;0–12;1
No;Male;No;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);93,94;93,25;23,3125;6669,45;4;61–72;0
No;Male;No;Yes;No;10;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);18,94;19,6;19,6;189,45;1;0–12;0
No;Female;Yes;Yes;Yes;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);89,25;88,05;12,578571428571427;6425,65;7;61–72;0
No;Female;No;Yes;No;69;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);24,9;24,95;24,95;1718,35;1;61–72;0
Yes;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,1;20,1;20,1;20,1;1;0–12;1
No;Male;No;Yes;Yes;47;Yes;No;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;88,03;90,05;22,5125;4137,2;4;37–48;0
